"bez";"spr";"spr24"
9;"09010";"09010"
7;"07023";"07023"
19;"19005";"19005"
10;"10040";"10040"
2;"02073";"02073"
10;"10092";"10092"
10;"10136";"10136"
10;"10053";"10053"
12;"12014";"12014"
4;"04014";"04014"
20;"20019";"20019"
2;"02035";"02035"
22;"22088";"22088"
10;"10122";"10145"
22;"22047";"22047"
16;"16068";"16068"
20;"20001";"20001"
12;"12037";"12037"
12;"12009";"12009"
23;"23065";"23065"
21;"21125";"21125"
16;"16026";"16026"
2;"02040";"02040"
6;"06003";"06003"
22;"22005";"22005"
13;"13039";"13023"
10;"10089";"10089"
11;"11009";"11009"
21;"21025";"21025"
3;"03046";"03046"
10;"10006";"10006"
10;"10024";"10024"
11;"11042";"11042"
22;"22099";"22099"
9;"09026";"09026"
22;"22033";"22156"
17;"17024";"17024"
6;"06023";"06023"
4;"04021";"04024"
10;"10087";"10087"
19;"19024";"19024"
15;"15003";"15003"
14;"14024";"14028"
22;"22044";"22044"
21;"21101";"21101"
11;"11067";"11067"
15;"15005";"15005"
1;"01018";"01006"
20;"20026";"20026"
21;"21088";"21088"
14;"14034";"14039"
23;"23057";"23057"
12;"12019";"12019"
22;"22128";"22128"
5;"05004";"05004"
14;"14005";"14030"
3;"03033";"03033"
23;"23067";"23067"
15;"15010";"15010"
22;"22133";"22133"
14;"14054";"14014"
23;"23099";"23099"
16;"16006";"16006"
22;"22098";"22098"
22;"22138";"22138"
10;"10123";"10123"
21;"21041";"21041"
12;"12050";"12050"
15;"15002";"15002"
20;"20046";"20046"
20;"20036";"20036"
19;"19029";"19029"
3;"03054";"03054"
22;"22066";"22066"
18;"18038";"18038"
12;"12006";"12006"
11;"11038";"11038"
8;"08002";"08002"
14;"14016";"14023"
4;"04012";"04012"
19;"19056";"19056"
18;"18013";"18013"
11;"11015";"11015"
12;"12066";"12066"
10;"10039";"10042"
11;"11063";"11063"
7;"07009";"07011"
15;"15007";"15007"
19;"19016";"19016"
22;"22050";"22050"
23;"23001";"23001"
21;"21081";"21081"
2;"02001";"02001"
11;"11073";"11073"
14;"14018";"14036"
11;"11075";"11075"
22;"22119";"22119"
17;"17028";"17028"
22;"22028";"22028"
21;"21020";"21020"
9;"09020";"09020"
7;"07007";"07007"
12;"12059";"12059"
21;"21102";"21102"
23;"23038";"23038"
12;"12060";"12060"
21;"21126";"21126"
22;"22021";"22021"
5;"05033";"05033"
16;"16032";"16032"
9;"09017";"09017"
11;"11006";"11006"
16;"16014";"16014"
3;"03053";"03053"
10;"10098";"10098"
18;"18027";"18027"
10;"10129";"10129"
14;"14010";"14017"
3;"03016";"03016"
21;"21080";"21080"
21;"21060";"21060"
2;"02013";"02013"
21;"21085";"21085"
14;"14055";"14015"
3;"03005";"03005"
5;"05020";"05021"
5;"05012";"05012"
22;"22105";"22105"
22;"22107";"22107"
3;"03008";"03008"
23;"23076";"23076"
23;"23042";"23042"
3;"03018";"03018"
11;"11033";"11033"
12;"12038";"12038"
16;"16064";"16076"
4;"04017";"04017"
13;"13024";"13024"
20;"20057";"20057"
19;"19032";"19032"
22;"22132";"22132"
11;"11040";"11040"
22;"22011";"22011"
3;"03055";"03055"
21;"21057";"21057"
14;"14047";"14060"
22;"22053";"22053"
19;"19036";"19036"
23;"23012";"23012"
3;"03023";"03072"
21;"21063";"21063"
3;"03009";"03009"
10;"10084";"10084"
20;"20047";"20047"
22;"22113";"22113"
22;"22153";"22153"
21;"21055";"21055"
14;"14004";"14029"
6;"06027";"06027"
23;"23091";"23091"
19;"19059";"19059"
22;"22070";"22070"
6;"06001";"06001"
1;"01005";"01007"
2;"02027";"02027"
13;"13030";"13029"
17;"17033";"17033"
10;"10067";"10067"
23;"23040";"23040"
15;"15023";"15023"
22;"22140";"22140"
21;"21092";"21092"
14;"14056";"14016"
10;"10072";"10072"
16;"16071";"16071"
11;"11031";"11031"
14;"14014";"14021"
10;"10058";"10058"
2;"02006";"02006"
16;"16028";"16044"
