"bez";"spr";"spr24"
20;"20019";"20019"
3;"03014";"03014"
12;"12047";"12047"
21;"21055";"21055"
20;"20029";"20029"
16;"16070";"16070"
20;"20037";"20037"
19;"19057";"19057"
10;"10099";"10099"
18;"18027";"18027"
10;"10103";"10144"
11;"11035";"11035"
23;"23066";"23066"
23;"23081";"23081"
10;"10077";"10077"
3;"03056";"03056"
10;"10086";"10086"
9;"09027";"09027"
14;"14048";"14077"
4;"04002";"04002"
2;"02038";"02038"
22;"22047";"22047"
12;"12063";"12067"
10;"10041";"10041"
21;"21016";"21016"
5;"05039";"05039"
3;"03026";"03026"
15;"15032";"15032"
11;"11033";"11033"
5;"05018";"05018"
22;"22008";"22008"
3;"03032";"03032"
7;"07019";"07019"
22;"22058";"22055"
8;"08012";"08012"
12;"12055";"12055"
9;"09007";"09007"
3;"03057";"03057"
19;"19002";"19002"
15;"15047";"15047"
12;"12004";"12004"
2;"02028";"02028"
22;"22135";"22135"
10;"10125";"10125"
23;"23038";"23038"
9;"09031";"09031"
18;"18011";"18011"
22;"22140";"22140"
9;"09025";"09025"
12;"12012";"12012"
23;"23028";"23028"
22;"22116";"22116"
5;"05013";"05013"
7;"07020";"07020"
22;"22154";"22154"
23;"23057";"23057"
19;"19031";"19031"
22;"22005";"22005"
13;"13037";"13038"
15;"15026";"15026"
21;"21063";"21063"
12;"12034";"12034"
15;"15002";"15002"
2;"02048";"02048"
16;"16063";"16063"
22;"22023";"22023"
15;"15017";"15017"
19;"19020";"19020"
20;"20027";"20027"
11;"11007";"11007"
22;"22083";"22083"
10;"10065";"10065"
18;"18023";"18023"
7;"07007";"07007"
5;"05012";"05012"
9;"09006";"09006"
3;"03039";"03039"
7;"07029";"07004"
22;"22003";"22003"
14;"14036";"14046"
22;"22113";"22113"
11;"11022";"11022"
2;"02044";"02044"
23;"23041";"23041"
20;"20001";"20001"
8;"08002";"08002"
21;"21033";"21033"
21;"21094";"21094"
3;"03006";"03006"
16;"16011";"16011"
1;"01016";"01005"
5;"05008";"05008"
14;"14017";"14035"
16;"16023";"16023"
23;"23008";"23008"
22;"22120";"22120"
14;"14018";"14036"
5;"05027";"05027"
10;"10097";"10097"
19;"19045";"19045"
3;"03017";"03017"
19;"19023";"19023"
10;"10089";"10089"
3;"03019";"03019"
6;"06018";"06018"
13;"13013";"13011"
22;"22046";"22046"
13;"13017";"13018"
2;"02049";"02049"
9;"09026";"09026"
10;"10040";"10040"
2;"02072";"02072"
10;"10021";"10021"
21;"21005";"21005"
11;"11056";"11056"
22;"22054";"22054"
23;"23052";"23053"
13;"13025";"13025"
10;"10075";"10075"
23;"23012";"23012"
18;"18008";"18008"
17;"17018";"17018"
13;"13030";"13029"
14;"14049";"14009"
16;"16003";"16003"
14;"14023";"14027"
3;"03028";"03028"
13;"13023";"13010"
16;"16061";"16061"
18;"18005";"18005"
21;"21075";"21075"
2;"02020";"02020"
21;"21119";"21119"
17;"17030";"17030"
11;"11074";"11074"
22;"22125";"22125"
23;"23021";"23021"
21;"21074";"21074"
23;"23006";"23006"
15;"15045";"15045"
5;"05033";"05033"
11;"11055";"11055"
14;"14070";"14074"
13;"13006";"13041"
9;"09029";"09029"
1;"01009";"01013"
21;"21118";"21118"
23;"23024";"23024"
5;"05010";"05010"
21;"21056";"21056"
11;"11067";"11067"
12;"12015";"12015"
21;"21084";"21084"
10;"10084";"10084"
8;"08018";"08018"
20;"20043";"20043"
13;"13005";"13014"
23;"23039";"23039"
5;"05025";"05025"
4;"04006";"04006"
10;"10028";"10028"
23;"23094";"23104"
7;"07018";"07018"
22;"22134";"22134"
5;"05034";"05034"
19;"19025";"19025"
13;"13032";"13034"
21;"21002";"21002"
20;"20041";"20041"
16;"16081";"16051"
23;"23099";"23099"
10;"10061";"10061"
10;"10087";"10087"
11;"11038";"11038"
11;"11006";"11006"
7;"07022";"07022"
11;"11011";"11011"
23;"23030";"23030"
1;"01007";"01009"
17;"17011";"17011"
23;"23022";"23022"
22;"22141";"22141"
22;"22038";"22029"
10;"10013";"10013"
